ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-112907,2,2016-10-24 14:52:56,2016-10-24 20:52:56,37.725146,-122.40193899999998,37.723469,-122.401276,0.121,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-10-24 14:56:00,64.9,,63.0,29.96,8.0,SSE,20.7,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-112928,2,2016-10-24 16:22:32,2016-10-24 22:22:32,37.78816,-122.38858,37.80937,-122.36581,1.922,At Bay Brg - Accident.,,Spear St,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-10-24 15:53:00,64.0,,70.0,29.97,10.0,South,25.3,,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-112962,2,2016-10-24 18:35:22,2016-10-25 00:35:22,37.764849,-122.40485,37.76528,-122.40485,0.03,At I-80 - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-10-24 18:56:00,62.1,,75.0,29.96,9.0,SE,13.8,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-113023,3,2016-10-25 06:42:48,2016-10-25 12:42:48,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-10-25 06:53:00,64.0,,80.0,30.02,6.0,SSE,15.0,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-113060,2,2016-10-25 09:04:02,2016-10-25 15:04:02,37.73235,-122.4141,37.73679,-122.40319,0.67,At US-101 (San Francisco) - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-10-25 08:56:00,63.0,,75.0,30.03,10.0,SSE,20.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-113105,2,2016-10-25 14:56:03,2016-10-25 20:56:03,37.76967,-122.41598,37.76969,-122.41621,0.013,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-10-25 14:56:00,70.0,,59.0,30.01,10.0,South,24.2,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-113214,2,2016-10-26 07:50:54,2016-10-26 13:50:54,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Right lane blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-10-26 07:56:00,57.9,,81.0,30.05,10.0,SSW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-113557,2,2016-10-31 08:35:46,2016-10-31 14:35:46,37.778288,-122.400913,37.78231,-122.39608,0.3829999999999999,At 4th St/5th St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-10-31 08:27:00,57.9,,90.0,30.1,10.0,SE,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-113712,2,2016-11-01 06:51:45,2016-11-01 12:51:45,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-01 06:53:00,59.0,,83.0,30.04,10.0,West,11.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-113913,2,2016-11-02 06:27:39,2016-11-02 12:27:39,37.73318,-122.41221000000002,37.74041,-122.40782,0.5539999999999999,Ramp to Alemany Blvd - Accident. Right lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-02 06:56:00,52.0,,86.0,30.17,10.0,South,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-113962,2,2016-11-02 09:16:53,2016-11-02 15:16:53,37.76197,-122.40578,37.76287,-122.40524,0.069,At Vermont St - Accident. Left lane blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-11-02 08:53:00,55.0,,89.0,30.19,10.0,ESE,3.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-114084,3,2016-11-02 23:08:54,2016-11-03 05:08:54,37.72604000000001,-122.44624,37.72542,-122.4467,0.05,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-02 22:56:00,57.9,,72.0,30.18,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-114110,2,2016-11-03 07:02:57,2016-11-03 13:02:57,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident. Left lane blocked.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-03 06:56:00,55.9,,77.0,30.17,10.0,SE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-114277,2,2016-11-03 18:40:40,2016-11-04 00:40:40,37.80937,-122.36581,37.78816,-122.38858,1.922,Between Hillcrest Rd and Bay Bridge (San Francisco) - Accident.,139.0, Forest Rd,R,San Francisco,San Francisco,CA,94130-1502,US,US/Pacific,KOAK,2016-11-03 18:53:00,66.0,,52.0,30.09,10.0,East,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-114289,2,2016-11-03 19:45:09,2016-11-04 01:45:09,37.739859,-122.42406,37.739855,-122.424061,0.0,At Randall St - Accident.,,Randall St,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-03 19:56:00,64.9,,58.0,30.09,10.0,Calm,,,Scattered Clouds,False,False,True,True,False,False,True,False,True,True,False,True,False,Night,Night,Night,Night
A-114291,2,2016-11-03 19:50:32,2016-11-04 01:50:32,37.76197,-122.40578,37.76287,-122.40524,0.069,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-11-03 19:53:00,62.1,,65.0,30.09,10.0,East,4.6,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-114533,2,2016-11-04 19:11:44,2016-11-05 01:11:44,37.73137,-122.42359,37.7319,-122.41589,0.422,At Alemany Blvd - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-04 18:56:00,64.0,,65.0,30.09,10.0,West,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-114851,3,2016-11-08 00:19:49,2016-11-08 06:19:49,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-08 00:53:00,60.1,,86.0,30.12,10.0,NE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-114882,2,2016-11-08 06:50:19,2016-11-08 12:50:19,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident. Left lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-08 06:53:00,57.0,,89.0,30.15,10.0,Calm,,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-114928,2,2016-11-08 09:00:11,2016-11-08 15:00:11,37.743956,-122.405783,37.74182,-122.40746,0.174,At I-280/Alemany Blvd - Accident. Right lane blocked.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-08 08:56:00,64.9,,78.0,30.18,10.0,ENE,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-114966,2,2016-11-08 13:36:22,2016-11-08 19:36:22,37.74063,-122.40793,37.73515,-122.40685,0.3829999999999999,At I-280/Alemany Blvd - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-08 13:56:00,70.0,,68.0,30.1,10.0,East,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-115009,2,2016-11-08 16:45:48,2016-11-08 22:45:48,37.719516,-122.448219,37.72107800000001,-122.448021,0.108,Between Geneva Ave and Ocean Ave - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-08 16:56:00,70.0,,65.0,30.08,10.0,North,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-115023,2,2016-11-08 17:39:26,2016-11-08 23:39:26,37.79617,-122.46958,37.79264000000001,-122.46963999999998,0.244,At General Douglas MacArthur Tunl - Accident.,,State Highway 1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2016-11-08 17:56:00,68.0,,65.0,30.09,10.0,West,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-115204,2,2016-11-09 14:49:37,2016-11-09 20:49:37,37.802681,-122.372979,37.803907,-122.371681,0.11,At Bay Brg - Accident.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-09 14:53:00,73.0,,66.0,30.02,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-115227,2,2016-11-09 16:16:31,2016-11-09 22:16:31,37.72049000000001,-122.40014,37.7155,-122.39851000000002,0.356,At 3rd St/Exit 429B/Exit 429C - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-09 15:56:00,73.9,,55.0,30.01,10.0,Calm,,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-115267,2,2016-11-09 18:44:18,2016-11-10 00:44:18,37.72297,-122.4477,37.72536,-122.4465,0.178,At Ocean Ave - Accident.,,Ocean Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-09 18:56:00,64.9,,73.0,30.02,10.0,West,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-115294,2,2016-11-10 04:37:03,2016-11-10 10:37:03,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-10 04:53:00,57.0,,93.0,30.05,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-115347,2,2016-11-10 09:35:16,2016-11-10 15:35:16,37.751648,-122.403119,37.74800000000001,-122.40425,0.26,At Army St/Potrero Ave - Accident. Left lane blocked.,1401.0, Vermont St,L,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2016-11-10 09:56:00,64.0,,87.0,30.06,10.0,Calm,,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-115433,2,2016-11-10 17:38:32,2016-11-10 23:38:32,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-10 17:53:00,68.0,,70.0,30.02,10.0,Calm,,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-115507,2,2016-11-11 10:25:07,2016-11-11 16:25:07,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-11 10:53:00,68.0,,78.0,30.06,6.0,WNW,4.6,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-115586,3,2016-11-11 16:51:26,2016-11-11 22:51:26,37.73235,-122.4141,37.73174,-122.40434,0.535,Ramp to US-101/James Lick Fwy Southbound - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-11 16:56:00,64.9,,58.0,30.06,10.0,West,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-115587,3,2016-11-11 16:51:26,2016-11-11 22:51:26,37.73174,-122.40434,37.72792000000001,-122.40295,0.275,Ramp to Alemany Blvd - Accident.,974.0, Bay Shore Blvd,L,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-11-11 16:56:00,64.9,,58.0,30.06,10.0,West,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-115822,2,2016-11-14 17:13:46,2016-11-14 23:13:46,37.808144,-122.476644,37.807527,-122.476057,0.053,At Golden Gate Bridge/Toll Plaza - Accident.,,Golden Gate Brg S,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2016-11-14 16:56:00,59.0,,87.0,30.12,10.0,West,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-116121,2,2016-11-16 09:45:03,2016-11-16 15:45:03,37.77466,-122.39635,37.76772,-122.39641,0.48,At 6th St - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-11-16 09:53:00,59.0,,48.0,30.11,10.0,NW,12.7,,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-116134,2,2016-11-16 12:18:10,2016-11-16 18:18:10,37.79524,-122.46959,37.793974,-122.46962,0.087,At General Douglas MacArthur Tunl - Accident.,,Washington Blvd,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2016-11-16 11:56:00,61.0,,48.0,30.09,10.0,West,21.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-116159,2,2016-11-16 15:03:19,2016-11-16 21:03:19,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-11-16 14:56:00,59.0,,51.0,30.07,10.0,West,24.2,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-116266,2,2016-11-17 03:55:22,2016-11-17 09:55:22,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-17 03:53:00,46.0,44.8,83.0,30.1,10.0,NE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-116275,2,2016-11-17 06:22:24,2016-11-17 12:22:24,37.788705,-122.387777,37.78939,-122.38702,0.063,At Bay Brg - Accident. Right lane blocked.,503.0, The Embarcadero,R,San Francisco,San Francisco,CA,94111-1407,US,US/Pacific,KOAK,2016-11-17 05:53:00,43.0,41.3,86.0,30.11,10.0,East,3.5,,Clear,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Day,Day
A-116664,2,2016-11-18 16:49:27,2016-11-18 22:49:27,37.731955,-122.433361,37.73016,-122.4394,0.353,At Monterey Blvd/San Jose Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-18 16:56:00,60.1,,55.0,29.95,10.0,SSW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-116734,2,2016-11-18 19:34:31,2016-11-19 01:34:31,37.74492,-122.40505,37.75251,-122.40279,0.539,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2016-11-18 19:56:00,60.1,,41.0,29.95,10.0,SE,10.4,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-116803,2,2016-11-20 12:28:45,2016-11-20 18:28:45,37.73007,-122.43918,37.73203,-122.43219,0.405,At Monterey Blvd/San Jose Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2016-11-20 12:36:00,57.9,,90.0,29.92,10.0,North,8.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-116903,2,2016-11-21 08:31:10,2016-11-21 14:31:10,37.75254,-122.40301,37.74731,-122.40446,0.37,At Army St/Potrero Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-11-21 08:34:00,51.1,,86.0,30.05,10.0,Calm,,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117042,2,2016-11-21 19:50:56,2016-11-22 01:50:56,37.77848,-122.40061,37.78231,-122.39608,0.362,At 4th St/5th St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-11-21 19:53:00,52.0,,80.0,30.13,10.0,NNE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-117080,2,2016-11-22 08:27:06,2016-11-22 14:27:06,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident. Right lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-22 08:53:00,53.1,,86.0,30.21,10.0,ESE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117089,2,2016-11-22 08:52:02,2016-11-22 14:52:02,37.80499,-122.47325,37.804518,-122.472643,0.046,At CA-1 (San Francisco) - Accident. Left lane blocked.,,CA-1,R,San Francisco,San Francisco,CA,94129,US,US/Pacific,KSFO,2016-11-22 08:56:00,55.9,,72.0,30.21,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117143,2,2016-11-22 13:14:38,2016-11-22 19:14:38,37.78176,-122.39721000000002,37.77867,-122.40124,0.307,At 4th St/5th St - Accident.,105.0, Perry St,R,San Francisco,San Francisco,CA,94107-4217,US,US/Pacific,KOAK,2016-11-22 12:53:00,60.1,,69.0,30.17,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117198,3,2016-11-22 16:20:55,2016-11-22 22:20:55,37.80738,-122.36799,37.805552,-122.369938,0.165,At Bay Brg - Accident.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-22 15:53:00,60.1,,64.0,30.15,10.0,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117267,2,2016-11-22 18:32:23,2016-11-23 00:32:23,37.771961,-122.406331,37.77579,-122.40504,0.2739999999999999,At 7th St/Bryant St - Accident.,504.0, 8th St,R,San Francisco,San Francisco,CA,94103-4409,US,US/Pacific,KSFO,2016-11-22 18:56:00,55.9,,75.0,30.13,10.0,ESE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-117419,2,2016-11-23 14:39:10,2016-11-23 20:39:10,37.7862,-122.39069,37.7855,-122.39182,0.078,At Fremont St/Harrison St - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-11-23 14:53:00,60.1,,57.0,30.31,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117426,2,2016-11-23 15:06:08,2016-11-23 21:06:08,37.7862,-122.39069,37.7855,-122.39182,0.078,At Fremont St/Harrison St - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,2016-11-23 14:53:00,60.1,,57.0,30.31,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117438,2,2016-11-23 15:37:13,2016-11-23 21:37:13,37.76937,-122.41783,37.76966,-122.41729,0.036,At 13th St - Accident.,,US-101 S,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-11-23 15:56:00,57.0,,55.0,30.32,10.0,WNW,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117456,2,2016-11-23 16:11:05,2016-11-23 22:11:05,37.70902,-122.46777,37.70902,-122.46777,0.0,At St Charles Ave - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-23 15:56:00,57.0,,55.0,30.32,10.0,WNW,16.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117472,2,2016-11-23 16:35:06,2016-11-23 22:35:06,37.63275,-122.40273,37.64126,-122.40579,0.611,At I-380/Access Rd - Accident.,,US-101 N,R,San Francisco,San Mateo,CA,94128,US,US/Pacific,KSFO,2016-11-23 16:56:00,55.9,,62.0,30.33,10.0,WNW,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117529,2,2016-11-23 19:37:56,2016-11-24 01:37:56,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-23 19:53:00,53.1,,77.0,30.35,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-117752,2,2016-11-28 04:59:42,2016-11-28 10:59:42,37.71951,-122.44822,37.71974,-122.44819,0.016,At Geneva Ave - Accident.,,John F Foran Fwy,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-11-28 04:56:00,51.1,,86.0,30.0,9.0,SSE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-118092,2,2016-11-29 11:17:17,2016-11-29 17:17:17,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-29 10:53:00,57.0,,53.0,30.16,10.0,West,5.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-118253,2,2016-11-29 19:32:48,2016-11-30 01:32:48,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-29 19:53:00,52.0,,54.0,30.12,10.0,North,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-118263,2,2016-11-29 21:23:04,2016-11-30 03:23:04,37.80771,-122.36764,37.80811,-122.36719,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-11-29 21:53:00,46.9,,71.0,30.13,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-118659,2,2016-09-13 08:43:28,2016-09-13 14:43:28,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident. Right lane blocked.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-09-13 08:53:00,64.0,,65.0,29.89,10.0,SSE,11.5,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-118662,2,2016-09-13 08:50:13,2016-09-13 14:50:13,37.73473,-122.40638,37.74072,-122.40774,0.42,At I-280/Alemany Blvd - Accident. Right lane blocked.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2016-09-13 08:56:00,63.0,,60.0,29.89,10.0,ESE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-118718,3,2016-09-13 14:35:47,2016-09-13 20:35:47,37.76801,-122.3963,37.768014,-122.396305,0.0,At 6th St - Accident.,,John F Foran Fwy N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2016-09-13 14:53:00,72.0,,46.0,29.93,10.0,South,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-118752,2,2016-09-13 16:44:01,2016-09-13 22:44:01,37.776013,-122.404777,37.77601,-122.40478,0.0,At 4th St/5th St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-09-13 16:56:00,70.0,,49.0,29.93,10.0,SSW,12.7,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-118836,2,2016-09-14 07:07:25,2016-09-14 13:07:25,37.80811,-122.36719,37.80771,-122.36764,0.037,At Treasure Island Rd - Accident.,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2016-09-14 06:53:00,54.0,,86.0,30.08,10.0,NE,4.6,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-118878,2,2016-09-14 06:06:01,2016-09-14 15:06:01,37.77976,-122.38946,37.77976,-122.38946,0.0,Past - Accident.,155.0, King St,R,San Francisco,San Francisco,CA,94107-1904,US,US/Pacific,KOAK,2016-09-14 05:53:00,55.0,,86.0,30.06,10.0,East,3.5,,Partly Cloudy,False,False,True,False,False,False,True,False,True,True,False,True,False,Night,Night,Day,Day
A-119138,2,2016-09-15 15:21:25,2016-09-15 21:21:25,37.77848,-122.40061,37.78231,-122.39608,0.362,At 4th St/5th St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-09-15 14:53:00,68.0,,63.0,30.02,10.0,West,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-119212,2,2016-09-15 19:30:40,2016-09-16 01:30:40,37.76197,-122.40578,37.76287,-122.40524,0.069,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2016-09-15 19:53:00,60.1,,83.0,30.0,10.0,West,9.2,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
